code;date;promotion;formation;specialite;genre;age  ;nationalite;bac;csp;reponse;situation_mars;recherche_emploi_depuis;refus_plusieurs_emplois;type_etude;type_etude_autre;secteur_cifre;secteur_cifre_autre;intitule_formation;etablissement_formation;situation_represente;situation_represente_autre;egalement_recherche_emploi;premier_emploi_depuis_diplome;situation;situation_inactive_depuis;num_emploi;temps_pour_premier_emploi;moyen_trouver_emploi;moyen_trouver_emploi_autre;employeur;employeur_autre;secteur_activite_organisme;type_emploi;type_emploi_autre;type_volontariat;type_volontariat_autre;statut_emploi;condition_depart_entrprise;condition_depart_entreprise_autre;objectif_premier_emploi;objectif_premier_emploi_autre;intitule_emploi;responsabilite_hierarchique;responsabilite_projet;responsabilite_equipe;responsabilite_budget;mission_rse;mission_rse_environnement;mission_rse_egalite;mission_rse_handicap;mission_rse_ouverture;mission_rse_ethique;mission_rse_autre;moyen_trouver_emploi_2;moyen_trouver_emploi_autre_2;critere_principal;critere_principal_autre;duree_trouver_emploi;employeur_2;employeur_2_autre;employeur_2_type;taille_organisme_2;secteur_activite_organisme_2;type_emploi_2;statut_emploi_autre_2;createur_entreprise;activite_principale;type_volontariat_2;type_volontariat_autre_2;statut_emploi_2;fonction_emploi_2;fonction_emploi_autre_2;temps_travail;heure_par_semaine;teletravail;moyenne_jours_teletravail;departement;pays;ville;emploi_represente_2;emploi_represente_autre_2;recherche_emploi;raison_recherche_emploi
22LDI249RT;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Industiel);Génie industriel;M;24;FRANCAIS(E);Bac S;34;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Consultant;Non;Oui;Non;Non;Non;;;;;;;Site Internet spécialisé dans l'emploi (Apec...);;L'adéquation entre projet professionnel et emploi;;3;Une entreprise privée;;Société de conseil / d'ingénierie ou Bureau d'études indépendant;De 250 à 499 salariés;Société de conseil;CDI;;;;;;Cadre;Etudes - conseil et expertise;;Temps plein;;Oui;2;74;;Annecy;Un emploi satisfaisant mais lié à la conjoncture;;Non;
22RDI407AV;mars-23;2022;Diplôme d'Ingénieur Polytech Informatique [apprentissage] 5A;Informatique apprentissage;M;23;MALGACHE;Bac étranger;22;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Ingénieur développeur web;Non;Non;Non;Non;Non;;;;;;;Réseaux sociaux professionnels (Viadéo, Linkedin);;Le montant du salaire proposé;;0;Une entreprise privée;;ESN (Entreprise de Services du Numérique – anciennement SSII);De 100 à 249 salariés;Activités informatiques et service d'information;CDI;;;;;;Cadre;Autre;Développement;Temps plein;;Oui;4;74;;Annecy;Un emploi satisfaisant mais lié à la conjoncture;;Non;
22BDI267AY;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Informatique);Informatique;M;23;FRANCAIS(E);Bac S;73;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Développeur fullstack;Non;Oui;Non;Non;Non;;;;;;;Apprenti : embauché par l'entreprise d'apprentissage;;L'adéquation entre projet professionnel et emploi;;0;Une entreprise privée;;ESN (Entreprise de Services du Numérique – anciennement SSII);Moins de 10 salariés;Industries des technologies de l’information, Entreprises de Services Numériques;CDI;;;;;;Cadre;Etudes et développement en systèmes d'information;;Temps plein;;Oui;2;69;;Arnas;Le véritable emploi que vous recherchiez;;Non;
22RDI372AV;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Mécanique);Mécanique;M;23;FRANCAIS(E);Bac S;45;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Ingénieur Méthodes;Oui;Oui;Non;Oui;Non;;;;;;;Stage de fin d'études;;La notoriété de l'entreprise;;0;Une entreprise privée;;Société d'intérim pour laquelle vous exercez une mission;De 500 à 1 999 salariés;Industrie chimique;Mission d'intérim, contrat de travail temporaire (CTT);;;;;;Cadre;Méthodes, contrôle de production, maintenance;;Temps plein;;Oui;1;25;;Besançon;Le véritable emploi que vous recherchiez;;Non;
22HDI353AT;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Mécanique);Mécanique;M;22;FRANCAIS(E);Bac S;43;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Ingénieur calcul aéronautique;Non;Non;Non;Non;Non;;;;;;;Canditure spontanée (hors;;L'adéquation entre projet professionnel et emploi;;0;Une entreprise privée;;Société d'intérim pour laquelle vous exercez une mission;De 10 000 à 49 999 salariés;Industrie automobile, aéronautique, navale, ferroviaire;Mission d'intérim, contrat de travail temporaire (CTT);;;;;;Cadre;Etudes - conseil et expertise;;Temps plein;;Oui;1;31;;Blagnac;Le véritable emploi que vous recherchiez;;Non;
22ZDI199AR;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Biomédical);Génie Biomédical;F;23;FRANCAIS(E);Bac S;31;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Chargé de la réglementation;Non;Oui;Non;Non;Non;;;;;;;Réseaux sociaux professionnels (Viadéo, Linkedin);;Le plan d'évolution de carrière proposé par l'entreprise;;1;Une entreprise privée;;Aucune des trois propositions;De 100 à 249 salariés;Métallurgie et transformation des métaux;CDI;;;;;;Cadre;Autre;Assurance Qualite / Affaires Règlementaires;Temps plein;;Oui;1;01;;Bourg-En-Bresse;Un emploi satisfaisant mais lié à la conjoncture;;Non;
22LDI204EL;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Biomédical);Génie Biomédical;F;22;FRANCAIS(E);Bac S;61;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Chargé d'affaires réglementaires;Non;Oui;Non;Non;Non;;;;;;;Stage de fin d'études;;L'adéquation entre projet professionnel et emploi;;0;Une entreprise privée;;Aucune des trois propositions;De 100 à 249 salariés;Métallurgie et transformation des métaux;CDD;;;;;;Cadre;Autre;Affaires réglementaires;Temps plein;;Oui;1;69;;Brignais;Le véritable emploi que vous recherchiez;;Non;
22GDI210AL;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Biomédical);Génie Biomédical;F;22;FRANCAIS(E);Bac S;33;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Support audiologie et formation;Non;Oui;Non;Non;Non;;;;;;;Réseaux sociaux professionnels (Viadéo, Linkedin);;L'adéquation entre projet professionnel et emploi;;0;Une entreprise privée;;Aucune des trois propositions;De 2 000 à 9 999 salariés;Santé humaine et action sociale;CDI;;;;;;Cadre;Enseignant(e) - Formateur/Formatrice;;Temps plein;;Oui;2;69;;Bron;Le véritable emploi que vous recherchiez;;Non;
22LDI213UC;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Biomédical);Génie Biomédical;M;26;FRANCAIS(E);Bac S;52;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Ingénieur Service & Application;Non;Oui;Non;Non;Non;;;;;;;Stage de fin d'études;;L'adéquation entre projet professionnel et emploi;;4;Une entreprise privée;;Aucune des trois propositions;De 500 à 1 999 salariés;Industrie pharmaceutique;CDI;;;;;;Cadre;Assistance technique;;Temps plein;;Oui;1;77;;Bussy-Saint-Martin;Un emploi satisfaisant mais lié à la conjoncture;;Non;
22DDI289BU;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Informatique);Informatique;M;22;RUSSE;Bac S;82;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Ingénieur en développement;Non;Oui;Non;Non;Non;;;;;;;Candidature spontanée (hors candidature via un site internet);;Le lieu géographique (hors pays étranger);;0;Une entreprise privée;;ESN (Entreprise de Services du Numérique – anciennement SSII);De 10 000 à 49 999 salariés;Industries des technologies de l’information, Entreprises de Services Numériques;CDI;;;;;;Cadre;Informatique industrielle et technique;;Temps plein;;Oui;3;06;;Canne-La-Bocca;Un emploi satisfaisant mais lié à la conjoncture;;Non;
22LDI316AE;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Matériaux);Matériaux;F;21;FRANCAIS(E);Bac S;55;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Ingénieur Projet Maîtrise des risques;Non;Oui;Non;Non;Non;;;;;;;Démarché par un chasseur de têtes;;Le lieu géographique (hors pays étranger);;2;Une entreprise privée;;Société de conseil / d'ingénierie ou Bureau d'études indépendant;De 500 à 1 999 salariés;Bureau d'études;CDI;;;;;;Cadre;Assistance technique;;Temps plein;;Oui;2;06;;Canne-La-Bocca;Un emploi satisfaisant mais lié à la conjoncture;;Non;
22KDI263AY;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Industiel);Génie industriel;F;23;TUNISIEN(NE);Bac étranger;33;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Ingénieur Méthodes Exploitation - SPS Plant Leader;Oui;Oui;Non;Oui;Non;;;;;;;Réseaux sociaux professionnels (Viadéo, Linkedin);;Le plan d'évolution de carrière proposé par l'entreprise;;1;Une entreprise privée;;Aucune des trois propositions;50 000 salariés et plus;Autres secteurs industriels;CDI;;;;;;Cadre;Production - exploitation;;Temps plein;;Oui;1;71;;Chalon-Sur-Saône;Un emploi satisfaisant mais lié à la conjoncture;;Non;
22RDI345EM;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Mécanique);Mécanique;M;25;FRANCAIS(E);Bac technologique;85;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Ingénieur Consultant;Non;Non;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;;Démarché par un chasseur de têtes;;Le plan d'évolution de carrière proposé par l'entreprise;;1;Une entreprise privée;;Société de conseil / d'ingénierie ou Bureau d'études indépendant;De 500 à 1 999 salariés;Société de conseil;CDI;;;;;;Cadre;Etudes - conseil et expertise;;Temps plein;;Non;;69;;Champagne Au Mont D’Or;Un emploi satisfaisant mais lié à la conjoncture;;Non;
22GDI410US;mars-23;2022;Diplôme d'Ingénieur Polytech Informatique FISA 5A;Informatique FISA;M;22;FRANCAIS(E);Bac S;38;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Développeur fullstack;Non;Non;Non;Non;Non;;;;;;;Apprenti : embauché par l'entreprise d'apprentissage;;L'adéquation entre projet professionnel et emploi;;0;Une entreprise privée;;Société de conseil / d'ingénierie ou Bureau d'études indépendant;De 50 à 99 salariés;Commerce / Distribution;CDI;;;;;;Cadre;Informatique industrielle et technique;;Temps plein;;Oui;2;69;;Chaponnay;Le véritable emploi que vous recherchiez;;Non;
22TDI414GA;mars-23;2022;Diplôme d'Ingénieur Polytech Informatique FISA 5A;Informatique FISA;F;21;FRANCAIS(E);Bac S;52;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Développeur fullstack;Oui;Non;Non;Non;Non;;;;;;;Apprenti : embauché par l'entreprise d'apprentissage;;L'adéquation entre projet professionnel et emploi;;0;Une entreprise privée;;Aucune des trois propositions;De 2 000 à 9 999 salariés;Commerce / Distribution;CDI;;;;;;Cadre;Etudes et développement en systèmes d'information;;Temps plein;;Oui;2;69;;Chaponnay;Un emploi satisfaisant mais lié à la conjoncture;;Non;
22BDI393AR;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Maths appliquées);Maths appliquées;F;23;BENINOIS(E);Bac étranger;42;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Algorithm Development Engineer;Non;Oui;Oui;Non;Non;;;;;;;Stage de fin d'études;;Le plan d'évolution de carrière proposé par l'entreprise;;0;Une entreprise privée;;Aucune des trois propositions;De 100 à 249 salariés;Bâtiment, travaux publics, construction;CDI;;;;;;Cadre;Recherche-Développement, études scientifiques et techniques;;Temps plein;;Oui;2;98;;Clamart;Le véritable emploi que vous recherchiez;;Non;
22GDI288IM;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Informatique);Informatique;M;22;FRANCAIS(E);Bac S;38;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Ingénieur développement logiciel;Non;Oui;Non;Non;Non;;;;;;;Stage de fin d'études;;La notoriété de l'entreprise;;1;Une entreprise privée;;Aucune des trois propositions;50 000 salariés et plus;Commerce / Distribution;CDI;;;;;;Cadre;Etudes et développement en systèmes d'information;;Temps plein;;Oui;4;97;;Clichy;Le véritable emploi que vous recherchiez;;Non;
22VDI257LE;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Industiel);Génie industriel;M;22;FRANCAIS(E);Bac S;21;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Ingénieur production;Non;Oui;Non;Non;Non;;;;;;;Stage de fin d'études;;La notoriété de l'entreprise;;1;Une entreprise privée;;Aucune des trois propositions;De 500 à 1 999 salariés;Autres secteurs industriels;CDD;;;;;;Cadre;Etudes et développement en systèmes d'information;;Temps plein;;Oui;0;68;;Colmar;Le véritable emploi que vous recherchiez;;Non;
22CDI368OM;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Mécanique);Mécanique;M;22;FRANCAIS(E);Bac S;47;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Ingénieur process cabine A350;Oui;Oui;Oui;Non;Non;;;;;;;Réseaux sociaux professionnels (Viadéo, Linkedin);;L'adéquation entre projet professionnel et emploi;;2;Une entreprise privée;;Société d'intérim pour laquelle vous exercez une mission;50 000 salariés et plus;Industrie automobile, aéronautique, navale, ferroviaire;Mission d'intérim, contrat de travail temporaire (CTT);;;;;;Cadre;Autre;Ingénieur process industriel;Temps plein;;Oui;1,5;31;;Colomiers;Le véritable emploi que vous recherchiez;;Non;
22PDI303EN;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Matériaux);Matériaux;M;22;FRANCAIS(E);Bac S;69;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Ingénieur Process CMP;Non;Oui;Non;Non;Non;;;;;;;Site Internet d'entreprise;;Les perspectives de croissance de l'entreprise;;3;Une entreprise privée;;Aucune des trois propositions;50 000 salariés et plus;Industries des technologies de l’information, Entreprises de Services Numériques;CDI;;;;;;Cadre;Production - exploitation;;Temps plein;;Oui;0;38;;Crolles;Un emploi satisfaisant mais lié à la conjoncture;;Non;
22PDI323IL;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Matériaux);Matériaux;M;22;FRANCAIS(E);Bac S;47;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Ingénieur procédés;Non;Non;Oui;Non;Non;;;;;;;Relations personnelles;;Le plan d'évolution de carrière proposé par l'entreprise;;5;Une entreprise privée;;Aucune des trois propositions;De 10 000 à 49 999 salariés;Industries des technologies de l’information, Entreprises de Services Numériques;CDI;;;;;;Cadre;Informatique industrielle et technique;;Temps plein;;Oui;1;38;;Crolles;Un emploi satisfaisant mais lié à la conjoncture;;Non;
22MDI329ME;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Matériaux);Matériaux;M;22;FRANCAIS(E);Bac S;54;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Ingénieur Process Owner;Non;Oui;Non;Non;Non;;;;;;;Site Internet d'entreprise;;Le montant du salaire proposé;Salaire, croissance, évolution de carrière;0;Une entreprise privée;;Aucune des trois propositions;50 000 salariés et plus;Métallurgie et transformation des métaux;CDI;;;;;;Cadre;Méthodes, contrôle de production, maintenance;;Temps plein;;Oui;1;38;;Crolles;Le véritable emploi que vous recherchiez;;Non;
22BDI308UG;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Matériaux);Matériaux;M;21;FRANCAIS(E);Bac S;33;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Préparateur méthodes;Non;Oui;Oui;Non;Non;;;;;;;Stage de fin d'études;;Le lieu géographique (hors pays étranger);;0;Une entreprise privée;;Société de conseil / d'ingénierie ou Bureau d'études indépendant;De 2 000 à 9 999 salariés;Energie;CDI;;;;;;Cadre;Etudes - conseil et expertise;;Temps plein;;Non;;07;;Cruas;Un emploi satisfaisant mais lié à la conjoncture;;Non;
22FDI200AR;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Biomédical);Génie Biomédical;F;23;FRANCAIS(E);Bac S;34;Oui;En activité professionnelle;;;;;;;;;;;;;;;2ème emploi ou plus depuis votre sortie de l'école*;0;Stage, année de césure, année professionnalisante;;Une entreprise privée;;Santé humaine et action sociale;CDI;;;;Cadre;Fermeture de l'entreprise avant licenciement;;Autre;stabilité;Ingénieur clinique;Non;Oui;Non;Non;Non;;;;;;;Stage de fin d'études;;L'adéquation entre projet professionnel et emploi;;;Une entreprise privée;;Aucune des trois propositions;De 100 à 249 salariés;Santé humaine et action sociale;CDI;;;;;;Cadre;Informatique industrielle et technique;;Temps plein;;Oui;2;69;;Décines-Charpieu;Le véritable emploi que vous recherchiez;;Non;
22BDI291UR;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Informatique);Informatique;M;22;FRANCAIS(E);Bac S;22;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Consultant data;Non;Non;Non;Non;Non;;;;;;;Stage de fin d'études;;L'adéquation entre projet professionnel et emploi;;0;Une entreprise privée;;ESN (Entreprise de Services du Numérique – anciennement SSII);De 50 à 99 salariés;Activités informatiques et service d'information;CDI;;;;;;Cadre;Informatique industrielle et technique;;Temps plein;;Oui;2;69;;Ecully;Le véritable emploi que vous recherchiez;;Non;
22BDI302UL;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Matériaux);Matériaux;F;22;FRANCAIS(E);Bac S;43;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Ingénieur d'affaires réglementaires;Non;Oui;Non;Oui;Non;;;;;;;Stage de fin d'études;;L'adéquation entre projet professionnel et emploi;;0;Une entreprise privée;;Aucune des trois propositions;De 250 à 499 salariés;Métallurgie et transformation des métaux;CDI;;;;;;Cadre;Ingénieur(e) d'affaires, responsables d'affaires;;Temps plein;;Oui;1;69;;Genay;Un emploi satisfaisant mais lié à la conjoncture;;Non;
22SDI317EN;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Matériaux);Matériaux;M;22;FRANCAIS(E);Bac S;21;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Ingénieur de Recherche en Packaging de Puissance;Non;Non;Non;Non;Non;;;;;;;Site Internet spécialisé dans l'emploi (Apec...);;L'adéquation entre projet professionnel et emploi;;0;Une entreprise privée;;Société de conseil / d'ingénierie ou Bureau d'études indépendant;De 10 000 à 49 999 salariés;Recherche-Développement scientifique;CDI;;;;;;Cadre;Recherche-Développement, études scientifiques et techniques;;Temps plein;;Oui;0,25;38;;Grenoble;Un emploi satisfaisant mais lié à la conjoncture;;Oui;Autre
22BDI282AT;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Informatique);Informatique;M;23;FRANCAIS(E);Bac technologique;66;Oui;En activité professionnelle;;;;;;;;;;;;;;;2ème emploi ou plus depuis votre sortie de l'école*;0;Démarché par un chasseur de têtes;;Une entreprise privée;;Société de conseil;CDI;;;;Cadre;Démission, vous aviez une autre proposition de contrat;;Elargir vos compétences et progresser professionnellement;;Ingénieur consultant;Non;Non;Non;Non;Non;;;;;;;Démarché par un chasseur de têtes;;Le plan d'évolution de carrière proposé par l'entreprise;;;Une entreprise privée;;ESN (Entreprise de Services du Numérique – anciennement SSII);50 000 salariés et plus;Société de conseil;CDI;;;;;;Cadre;Etudes et développement en systèmes d'information;;Temps plein;;Oui;3;38;;Grenoble;Un emploi satisfaisant mais lié à la conjoncture;;Non;
22GDI001OR;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Biomédical);Génie Biomédical;F;25;FRANCAIS(E);Bac S;38;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Responsable de projet en neurotechnologies;Oui;Oui;Oui;Oui;Non;;;;;;;Relations personnelles;;L'adéquation entre projet professionnel et emploi;;4;La fonction publique d'Etat;;;De 2 000 à 9 999 salariés;Autres activités scientifiques et techniques;CDD;;;;;;Cadre;Recherche-Développement, études scientifiques et techniques;;Temps plein;;Oui;5;38;;Grenoble;Le véritable emploi que vous recherchiez;;Non;
22LDI362LA;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Mécanique);Mécanique;F;22;FRANCAIS(E);Bac S;38;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Ingenieur process et développement;Non;Oui;Oui;Oui;Non;;;;;;;Stage de fin d'études;;Le lieu géographique (hors pays étranger);;0;Une entreprise privée;;Aucune des trois propositions;De 500 à 1 999 salariés;Métallurgie et transformation des métaux;CDI;;;;;;Cadre;Méthodes, contrôle de production, maintenance;;Temps plein;;Oui;2;98;;Grenoble;Le véritable emploi que vous recherchiez;;Non;
22FDI361OM;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Mécanique);Mécanique;M;23;FRANCAIS(E);Bac Pro. I;10;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Ingénieur Recherche et Développement;Non;Oui;Non;Oui;Non;;;;;;;Apprenti : embauché par l'entreprise d'apprentissage;;L'adéquation entre projet professionnel et emploi;;0;Une entreprise privée;;Aucune des trois propositions;De 100 à 249 salariés;Autres secteurs industriels;CDI;;;;;;Cadre;Recherche-Développement, études scientifiques et techniques;;Temps plein;;Non;;58;;Guarchizy;Le véritable emploi que vous recherchiez;;Non;
22DDI237YM;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Biomédical);Génie Biomédical;M;25;FRANCAIS(E);Bac S;31;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Ingénieur d’application;Non;Oui;Non;Non;Non;;;;;;;Réseaux sociaux professionnels (Viadéo, Linkedin);;L'adéquation entre projet professionnel et emploi;;1;Une entreprise privée;;Aucune des trois propositions;De 500 à 1 999 salariés;Industrie pharmaceutique;CDI;;;;;;Cadre;Commercial;;Temps plein;;Oui;1;21;;Itinérant Région Bourgogne-Franche-Comté;Le véritable emploi que vous recherchiez;;Non;
22NDI346AR;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Mécanique);Mécanique;M;25;ANGOLAIS(E);Bac étranger;54;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Ingénieur Conception et Simulations Mécaniques et Hydrauliques;Non;Non;Non;Non;Non;;;;;;;Réseaux sociaux professionnels (Viadéo, Linkedin);;L'adéquation entre projet professionnel et emploi;;3;Une entreprise privée;;Société de conseil / d'ingénierie ou Bureau d'études indépendant;De 10 à 19 salariés;Industrie pharmaceutique;CDI;;;;;;Cadre;Recherche-Développement, études scientifiques et techniques;;Temps plein;;Oui;1;13;;La Ciotat;Le véritable emploi que vous recherchiez;;Non;
22PDI253HI;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Industiel);Génie industriel;M;22;FRANCAIS(E);Bac S;52;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Responsable du bureau d'étude;Oui;Oui;Non;Oui;Non;;;;;;;Stage année césure année professionnalisante;;L'adéquation entre projet professionnel et emploi;;0;Une entreprise privée;;Aucune des trois propositions;Moins de 10 salariés;Industrie agroalimentaire;CDI;;;;;;Cadre;Autre;Bureau d'études;Temps plein;;Non;;73;;La Ravoire;Le véritable emploi que vous recherchiez;;Non;
22CDI252HO;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Industiel);Génie industriel;M;23;FRANCAIS(E);Bac S;31;Oui;En activité professionnelle;;;;;;;;;;;;;;;2ème emploi ou plus depuis votre sortie de l'école*;1;Site Internet d'entreprise;;Une entreprise privée;;Autres secteurs industriels;CDI;;;;Cadre;Fin de contrat ou fin de mission;;Trouver un emploi correspondant mieux à vos compétences;;Ingénieur de production fabricant;Non;Oui;Oui;Oui;Non;;;;;;;Site Internet d'entreprise;;Le plan d'évolution de carrière proposé par l'entreprise;;;Une entreprise privée;;Aucune des trois propositions;50 000 salariés et plus;Autres secteurs industriels;CDI;;;;;;Cadre;Etudes et développement en systèmes d'information;;Temps plein;;Oui;0;60;;Lassigny;Le véritable emploi que vous recherchiez;;Non;
22MDI259IC;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Industiel);Génie industriel;M;23;FRANCAIS(E);Bac technologique;21;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Ingénieur système embarqué;Non;Oui;Non;Non;Non;;;;;;;Site Internet spécialisé dans l'emploi (Apec...);;L'adéquation entre projet professionnel et emploi;;3;Une entreprise privée;;Aucune des trois propositions;De 100 à 249 salariés;Energie;CDI;;;;;;Cadre;Informatique industrielle et technique;;Temps plein;;Oui;0;73;;Le Bourget Du Lac;Un emploi satisfaisant mais lié à la conjoncture;;Non;
22VDI254AL;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Industiel);Génie industriel;M;21;FRANCAIS(E);Bac S;52;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Lean Manager;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;;Stage de fin d'études;;Les perspectives de croissance de l'entreprise;;2;Une entreprise privée;;Aucune des trois propositions;De 20 à 49 salariés;Métallurgie et transformation des métaux;CDI;;;;;;Cadre;Autre;Lean, Amélioration continue, flux physiques et d’informations;Temps plein;;Non;;42;;Le Coteau;Le véritable emploi que vous recherchiez;;Non;
22LDI327UR;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Matériaux);Matériaux;M;22;FRANCAIS(E);Bac S;31;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Ingénieur analyses thermomecaniques et matériaux;Non;Non;Non;Non;Non;;;;;;;Stage de fin d'études;;L'adéquation entre projet professionnel et emploi;;0;Une entreprise privée;;Aucune des trois propositions;De 500 à 1 999 salariés;Industrie automobile, aéronautique, navale, ferroviaire;CDI;;;;;;Cadre;Recherche-Développement, études scientifiques et techniques;;Temps plein;;Oui;0;33;;Le Haillan;Le véritable emploi que vous recherchiez;;Non;
