code;date;promotion;formation;specialite;genre;age  ;nationalite;bac;csp;reponse;situation_mars;recherche_emploi_depuis;refus_plusieurs_emplois;type_etude;type_etude_autre;secteur_cifre;secteur_cifre_autre;intitule_formation;etablissement_formation;situation_represente;situation_represente_autre;egalement_recherche_emploi;premier_emploi_depuis_diplome;situation;situation_inactive_depuis;num_emploi;temps_pour_premier_emploi;moyen_trouver_emploi;moyen_trouver_emploi_autre;employeur;employeur_autre;secteur_activite_organisme;type_emploi;type_emploi_autre;type_volontariat;type_volontariat_autre;statut_emploi;condition_depart_entrprise;condition_depart_entreprise_autre;objectif_premier_emploi;objectif_premier_emploi_autre;intitule_emploi;responsabilite_hierarchique;responsabilite_projet;responsabilite_equipe;responsabilite_budget;mission_rse;mission_rse_environnement;mission_rse_egalite;mission_rse_handicap;mission_rse_ouverture;mission_rse_ethique;mission_rse_autre;moyen_trouver_emploi_2;moyen_trouver_emploi_autre_2;critere_principal;critere_principal_autre;duree_trouver_emploi;employeur_2;employeur_2_autre;employeur_2_type;taille_organisme_2;secteur_activite_organisme_2;type_emploi_2;statut_emploi_autre_2;createur_entreprise;activite_principale;type_volontariat_2;type_volontariat_autre_2;statut_emploi_2;fonction_emploi_2;fonction_emploi_autre_2;temps_travail;heure_par_semaine;teletravail;moyenne_jours_teletravail;departement;pays;ville;emploi_represente_2;emploi_represente_autre_2;recherche_emploi;raison_recherche_emploi
22DDI287AS;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Informatique);Informatique;M;21;FRANCAIS(E);Bac technologique;33;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22LDI268LB;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Informatique);Informatique;M;23;FRANCAIS(E);Bac S;47;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22BDI248KI;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Industiel);Génie industriel;M;23;FRANCAIS(E);Bac S;66;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22SDI222IE;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Biomédical);Génie Biomédical;M;22;FRANCAIS(E);Bac S;34;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22SDI238IB;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Biomédical);Génie Biomédical;F;22;MAROCAIN(E);Bac étranger;38;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22DDI212AH;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Biomédical);Génie Biomédical;F;30;BURUNDAIS(E);Bac étranger;74;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22JDI340HI;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Mécanique);Mécanique;M;23;FRANCAIS(E);Bac technologique;46;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22SDI232AR;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Biomédical);Génie Biomédical;F;24;FRANCAIS(E);Bac S;82;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22PDI236XE;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Biomédical);Génie Biomédical;F;22;FRANCAIS(E);Bac S;34;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22CDI219UI;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Biomédical);Génie Biomédical;M;22;FRANCAIS(E);Bac S;38;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22GDI350LE;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Mécanique);Mécanique;M;22;FRANCAIS(E);Bac S;55;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22SDI255HA;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Industiel);Génie industriel;M;22;LUXEMBOURGEOIS(E);Bac S;21;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22LDI202OU;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Biomédical);Génie Biomédical;F;23;FRANCAIS(E);Bac S;38;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22ADI211UM;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Biomédical);Génie Biomédical;F;24;MAROCAIN(E);Bac étranger;99;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22JDI214EO;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Biomédical);Génie Biomédical;F;23;FRANCAIS(E);Bac S;61;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22MDI220UC;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Biomédical);Génie Biomédical;M;23;FRANCAIS(E);Bac S;45;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22DDI231YD;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Biomédical);Génie Biomédical;F;24;FRANCAIS(E);Bac S;43;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22GDI233OR;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Biomédical);Génie Biomédical;M;23;FRANCAIS(E);Bac S;33;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22ZDI247KR;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Industiel);Génie industriel;F;23;MAROCAIN(E);Bac étranger;46;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22FDI250ON;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Industiel);Génie industriel;M;23;BURKINABE;Bac S;74;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22BDI264EO;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Industiel);Génie industriel;M;23;FRANCAIS(E);Bac S;34;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22PDI270IC;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Informatique);Informatique;M;22;FRANCAIS(E);Bac S;52;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22BDI271OR;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Informatique);Informatique;M;22;FRANCAIS(E);Bac S;37;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22FDI275AS;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Informatique);Informatique;M;22;FRANCAIS(E);Bac S;33;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22PDI297OU;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Informatique);Informatique;M;22;FRANCAIS(E);Bac S;34;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22SDI300HM;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Matériaux);Matériaux;M;24;FRANCAIS(E);Bac S;54;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22LDI304AM;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Matériaux);Matériaux;F;22;FRANCAIS(E);Bac S;82;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22BDI312OR;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Matériaux);Matériaux;M;22;FRANCAIS(E);Bac S;48;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22ADI313IC;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Matériaux);Matériaux;M;22;FRANCAIS(E);Bac S;52;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22DDI314OU;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Matériaux);Matériaux;M;24;FRANCAIS(E);Bac S;37;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22WDI319UL;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Matériaux);Matériaux;F;22;FRANCAIS(E);Bac S;76;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22VDI321HI;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Matériaux);Matériaux;M;22;FRANCAIS(E);Bac S;53;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22BDI322UC;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Matériaux);Matériaux;F;22;FRANCAIS(E);Bac S;33;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22VDI328UC;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Matériaux);Matériaux;M;23;FRANCAIS(E);Bac S;37;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22GDI339IL;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Mécanique);Mécanique;M;22;FRANCAIS(E);Bac S;85;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22RDI348IE;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Mécanique);Mécanique;M;23;FRANCAIS(E);Bac S;21;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22BDI349LI;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Mécanique);Mécanique;M;25;MAROCAIN(E);Bac étranger;76;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22TDI351HE;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Mécanique);Mécanique;M;24;FRANCAIS(E);Bac S;99;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22BDI367AS;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Mécanique);Mécanique;M;22;BELGE;Bac S;37;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22BDI374OH;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Maths appliquées);Maths appliquées;M;22;FRANCAIS(E);Bac S;42;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22PDI377ER;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Maths appliquées);Maths appliquées;M;22;FRANCAIS(E);Bac S;43;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22SDI379OA;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Maths appliquées);Maths appliquées;M;25;FRANCAIS(E);Bac S;48;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22LDI381UL;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Maths appliquées);Maths appliquées;F;22;FRANCAIS(E);Bac S;38;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22ADI382AR;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Maths appliquées);Maths appliquées;F;22;FRANCAIS(E);Bac S;37;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22KDI389HI;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Maths appliquées);Maths appliquées;M;22;FRANCAIS(E);Bac S;37;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22BDI401HO;mars-23;2022;Diplôme d'Ingénieur Polytech Informatique [apprentissage] 5A;Informatique apprentissage;M;22;FRANCAIS(E);Bac S;38;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22CDI404EO;mars-23;2022;Diplôme d'Ingénieur Polytech Informatique [apprentissage] 5A;Informatique apprentissage;M;22;FRANCAIS(E);Bac technologique;37;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
