centre;composante;iae_etape_code;iae_version_code;iae_etape_lib;id_polytech;redoublant;sexe;age;nationalite;bac;bac_annee;bac_mention;bac_lieu;titre_access;titre_acces_iea;titre_acces_pays;Boursier ;dernier_etablissement_code;dernier_etablissement_lib;premier_etablissement_code;premier_etablissement_lib;type_dernier_diplome_code;type_dernier_diplome_lib;regime_inscription
POLYTECH;POLYTECH;PL05IF;114;Ingénieur Polytech 5A IF;2122INGIF048;N;M;22;FRANCAIS(E);SVT-ISN;2017;Bien;Ille et Vi;; ;;Oui;0691774D;U_LYON 1;0370800U;Université de Tours;001;Baccalaureat (Français);initiale
POLYTECH;POLYTECH;PL05MM;114;Ingénieur Polytech 5A MAP;2122INGMAM033;N;M;24;FRANCAIS(E);SVT-PC;2015;Assez bien;Ille et Vi;Sciences;Externe;; ;0691774D;U_LYON 1;0350936C;Université Rennes 1;012;Attestation délivrée à la suite d'un cursus en CPGE;initiale
POLYTECH;POLYTECH;PLIFI3;118;Ingénieur Polytech IF 3A;2122INGIFA028;N;M;20;FRANCAIS(E);S-STI;2019;Très bien;Rhône;; ;; ;0691774D;U_LYON 1;0691774D;Université Lyon 1;001;Baccalaureat (Français);initiale
POLYTECH;POLYTECH;PL04GB;114;Ingénieur Polytech 4A GB;2122INGGBM051;N;M;21;FRANCAIS(E);SVT-SV;2018;Bien;Indre Loir;; ;;Oui;0691774D;U_LYON 1;0370800U;Université de Tours;001;Baccalaureat (Français);initiale
POLYTECH;POLYTECH;PL04ME;114;Ingénieur Polytech 4A MEC;2122INGMECA058;N;M;21;FRANCAIS(E);STI2D_ITEC;2018;Bien;Gard;; ;; ;0691774D;U_LYON 1;0691774D;Université Lyon 1;012;Attestation délivrée à la suite d'un cursus en CPGE;initiale
POLYTECH;POLYTECH;PL05MM;114;Ingénieur Polytech 5A MAP;2122INGMAM034;N;M;24;GEORGIEN(NE);SVT-MA;2017;Bien;Rhône;; ;;Oui;0691774D;U_LYON 1;0691774D;Université Lyon 1;012;Attestation délivrée à la suite d'un cursus en CPGE;initiale
POLYTECH;POLYTECH;PL03IF;114;Ingénieur Polytech 3A IF;2122INGIF049;N;M;20;FRANCAIS(E);SVT-MA;2019;Assez bien;Rhône;; ;;Oui;0691774D;U_LYON 1;0691774D;Université Lyon 1;001;Baccalaureat (Français);initiale
POLYTECH;POLYTECH;PL03GI;118;Ingénieur Polytech 3A GI;2122INGSIR035;N;F;21;FRANCAIS(E);SVT-MA;2018;Très bien;Oise;LICENCE;Externe;SOMME;Oui;0801344B;U_AMIENS;0801344B;Université d'Amiens;040;Licence;initiale
POLYTECH;POLYTECH;PL05GB;114;Ingénieur Polytech 5A GB;2122INGGBM052;N;M;23;FRANCAIS(E);SVT-SV;2016;Bien;Eure;DUT;Externe;; ;0691774D;U_LYON 1;0761904G;Université de Rouen Normandie;011;DUT;initiale
POLYTECH;POLYTECH;PL05MA;114;Ingénieur Polytech 5A MAT;2122INGMAT037;O;M;23;FRANCAIS(E);S-STI;2016;Bien;Ain;; ;; ;0691774D;U_LYON 1;0730858L;Université Savoie Mont Blanc;001;Baccalaureat (Français);initiale
POLYTECH;POLYTECH;PL03GB;114;Ingénieur Polytech 3A GB;2122INGGBM053;N;M;22;FRANCAIS(E);SVT-PC;2017;Assez bien;Doubs;; ;; ;0691774D;U_LYON 1;0691774D;Université Lyon 1;001;Baccalaureat (Français);initiale
POLYTECH;POLYTECH;PL05IF;114;Ingénieur Polytech 5A IF;2122INGIF050;N;M;23;FRANCAIS(E);SVT-MA;2017;Assez bien;Rhône;; ;; ;0691774D;U_LYON 1;0691774D;Université Lyon 1;011;DUT;initiale
POLYTECH;POLYTECH;PL03IF;114;Ingénieur Polytech 3A IF;2122INGIF051;N;M;20;FRANCAIS(E);SVT-MA;2019;Assez bien;Loire;DUT;Externe;PUY DE DOME; ;0632035V;U_CLERMONT;0632035V;Université Clermont Auvergne;011;DUT;initiale
POLYTECH;POLYTECH;PL05GI;118;Ingénieur Polytech 5A GI;2122INGSIR036;N;M;21;FRANCAIS(E);S-STI;2017;Bien;Deux Sèvre;; ;;Oui;0691774D;U_LYON 1;0691774D;Université Lyon 1;012;Attestation délivrée à la suite d'un cursus en CPGE;initiale
POLYTECH;POLYTECH;PL04ME;114;Ingénieur Polytech 4A MEC;2122INGMECA059;N;F;22;FRANCAIS(E);S-STI;2017;Sans mention;Allier;; ;; ;0691774D;U_LYON 1;0691774D;Université Lyon 1;012;Attestation délivrée à la suite d'un cursus en CPGE;initiale
POLYTECH;POLYTECH;PL04IF;114;Ingénieur Polytech 4A IF;2122INGIF052;N;M;21;FRANCAIS(E);SVT-MA;2018;Bien;Rhône;; ;; ;0691774D;U_LYON 1;0691774D;Université Lyon 1;001;Baccalaureat (Français);initiale
POLYTECH;POLYTECH;PL4IFA;118;Ingénieur Polytech IF 4A;2122INGIFA029;N;M;21;FRANCAIS(E);SVT-ISN;2018;Bien;Rhône;; ;; ;0691774D;U_LYON 1;0134009M;Aix-Marseille Université;011;DUT;apprentis.
POLYTECH;POLYTECH;MPL022;116;M2 ATRDM;2122ATRDMM2011;O;F;47;FRANCAIS(E);D-math nat;1993;Assez bien;Maine Loir;; ;; ;0691774D;U_LYON 1;0350936C;Université Rennes 1;041;Licence professionnelle;vae
POLYTECH;POLYTECH;PL03GI;118;Ingénieur Polytech 3A GI;2122INGSIR037;N;M;20;FRANCAIS(E);S-STI;2019;Bien;Isère;; ;;Oui;0691774D;U_LYON 1;0691774D;Université Lyon 1;001;Baccalaureat (Français);initiale
POLYTECH;POLYTECH;PL03IF;114;Ingénieur Polytech 3A IF;2122INGIF053;N;M;18;FRANCAIS(E);SVT-MA;2019;Bien;Rhône;; ;; ;0691774D;U_LYON 1;0691774D;Université Lyon 1;900;Aucun diplôme supérieur;initiale
POLYTECH;POLYTECH;PL05IF;114;Ingénieur Polytech 5A IF;2122INGIF054;N;M;22;FRANCAIS(E);SVT-MA;2017;Bien;Isère;; ;; ;0691774D;U_LYON 1;0691774D;Université Lyon 1;900;Aucun diplôme supérieur;initiale
POLYTECH;POLYTECH;PL03GB;114;Ingénieur Polytech 3A GB;2122INGGBM054;N;F;20;FRANCAIS(E);SVT-MA;2019;Assez bien;Hte Garonn;; ;; ;0691774D;U_LYON 1;0691774D;Université Lyon 1;001;Baccalaureat (Français);initiale
POLYTECH;POLYTECH;MPL022;116;M2 ATRDM;2122ATRDMM2012;N;F;24;FRANCAIS(E);SVT-SV;2015;Assez bien;Loire;; ;; ;0691774D;U_LYON 1;0421095M;Université Jean Monnet (Saint Etienne);055;Diplôme de fin de 2nd cycle des études médicales et pharmaceutiques;apprentis.
POLYTECH;POLYTECH;PL03IF;114;Ingénieur Polytech 3A IF;2122INGIF055;N;M;21;FRANCAIS(E);S-STI;2018;Très bien;Loire;DUT;Externe;LOIRE;Oui;0421095M;U_ST-ETIEN;0421095M;Université Jean Monnet (Saint Etienne);519;Autre diplôme supérieur;initiale
POLYTECH;POLYTECH;PL05GB;114;Ingénieur Polytech 5A GB;2122INGGBM055;N;F;23;FRANCAIS(E);SVT-PC;2016;Assez bien;Isère;; ;;Oui;0691774D;U_LYON 1;0691774D;Université Lyon 1;001;Baccalaureat (Français);initiale
POLYTECH;POLYTECH;PL04IF;114;Ingénieur Polytech 4A IF;2122INGIF056;N;M;21;FRANCAIS(E);S-STI;2018;Bien;Rhône;; ;;Oui;0691774D;U_LYON 1;0691774D;Université Lyon 1;001;Baccalaureat (Français);initiale
POLYTECH;POLYTECH;PL03MA;114;Ingénieur Polytech 3A MAT;2122INGMAT038;N;F;19;FRANCAIS(E);SVT-MA;2019;Assez bien;Seine Mari;; ;; ;;;0141408E;Université de Caen Normandie;012;Attestation délivrée à la suite d'un cursus en CPGE;initiale
POLYTECH;POLYTECH;PLIFA5;118;Ingénieur Polytech IF 5A;2122INGIFA030;N;M;22;FRANCAIS(E);S-STI;2017;Bien;Haut Rhin;; ;; ;0691774D;U_LYON 1;0691774D;Université Lyon 1;001;Baccalaureat (Français);apprentis.
POLYTECH;POLYTECH;PL03GB;114;Ingénieur Polytech 3A GB;2122INGGBM056;N;M;19;FRANCAIS(E);SVT-MA;2019;Bien;Isère;; ;; ;0691774D;U_LYON 1;0691774D;Université Lyon 1;001;Baccalaureat (Français);initiale
POLYTECH;POLYTECH;PL05GI;118;Ingénieur Polytech 5A GI;2122INGSIR038;N;F;22;FRANCAIS(E);SVT-MA;2017;Bien;Loire Atla;Ingénieur;Externe;; ;0691774D;U_LYON 1;0370800U;Université de Tours;900;Aucun diplôme supérieur;initiale
POLYTECH;POLYTECH;PL03GI;118;Ingénieur Polytech 3A GI;2122INGSIR039;N;M;20;FRANCAIS(E);STI2D;2019;Assez bien;Saône Loir;; ;; ;0211033J;LYCEE TECH;0211237F;Université de Bourgogne;012;Attestation délivrée à la suite d'un cursus en CPGE;initiale
POLYTECH;POLYTECH;PL05GB;114;Ingénieur Polytech 5A GB;2122INGGBM057;N;M;22;FRANCAIS(E);SVT-SV;2017;Bien;Nord;; ;; ;0691774D;U_LYON 1;0691774D;Université Lyon 1;012;Attestation délivrée à la suite d'un cursus en CPGE;cont pro
POLYTECH;POLYTECH;MPL010;116;M1 MIAGE;2122MIAGEM1007;N;F;22;FRANCAIS(E);SVT-PC;2017;Sans mention;Rhône;; ;;Oui;0691774D;U_LYON 1;0691774D;Université Lyon 1;040;Licence;initiale
POLYTECH;POLYTECH;PL03GB;114;Ingénieur Polytech 3A GB;2122INGGBM058;N;F;21;FRANCAIS(E);SVT-SV;2018;Assez bien;Loire Atla;DUT;Externe;LOIRE ATLANTIQUE; ;0440029T;LYCEE TECH;0440984F;Université de Nantes;012;Attestation délivrée à la suite d'un cursus en CPGE;initiale
POLYTECH;POLYTECH;PL03GI;118;Ingénieur Polytech 3A GI;2122INGSIR040;N;M;21;FRANCAIS(E);Bac Pro. I;2018;Bien;Ain;BTS;Externe;AIN; ;0693909Z;SECT.PRO;0691774D;Université Lyon 1;010;BTS;initiale
POLYTECH;POLYTECH;PL03MM;114;Ingénieur Polytech 3A MAP;2122INGMAM035;N;M;21;FRANCAIS(E);S-STI;2018;Assez bien;Loire Atla;LICENCE;Externe;LOIRE ATLANTIQUE; ;0440984F;U_NANTES;0440984F;Université de Nantes;040;Licence;initiale
POLYTECH;POLYTECH;PL04IF;114;Ingénieur Polytech 4A IF;2122INGIF057;N;M;22;FRANCAIS(E);SVT-MA;2017;Bien;Loire Atla;; ;; ;0691774D;U_LYON 1;0440984F;Université de Nantes;900;Aucun diplôme supérieur;initiale
POLYTECH;POLYTECH;PL05GB;114;Ingénieur Polytech 5A GB;2122INGGBM059;N;F;25;FRANCAIS(E);SVT-PC;2014;Assez bien;Rhône;; ;; ;0691774D;U_LYON 1;0691774D;Université Lyon 1;040;Licence;cont pro
POLYTECH;POLYTECH;PL04IF;114;Ingénieur Polytech 4A IF;2122INGIF058;N;M;21;FRANCAIS(E);SVT-ISN;2018;Très bien;Savoie;; ;; ;0691774D;U_LYON 1;0730858L;Université Savoie Mont Blanc;001;Baccalaureat (Français);initiale
POLYTECH;POLYTECH;PL03IF;114;Ingénieur Polytech 3A IF;2122INGIF059;N;M;20;FRANCAIS(E);SVT-MA;2019;Bien;Yvelines;; ;; ;0597065J;U_LILLE;0597065J;Université de Lille;040;Licence;initiale
POLYTECH;POLYTECH;PL03GB;114;Ingénieur Polytech 3A GB;2122INGGBM060;N;F;20;FRANCAIS(E);SVT-MA;2019;Bien;Rhône;; ;;Oui;0691774D;U_LYON 1;0691774D;Université Lyon 1;012;Attestation délivrée à la suite d'un cursus en CPGE;initiale
POLYTECH;POLYTECH;PL05IF;114;Ingénieur Polytech 5A IF;2122INGIF060;N;M;22;FRANCAIS(E);S-STI;2017;Très bien;Rhône;; ;; ;0691774D;U_LYON 1;0691774D;Université Lyon 1;900;Aucun diplôme supérieur;initiale
POLYTECH;POLYTECH;PL05MM;114;Ingénieur Polytech 5A MAP;2122INGMAM036;N;M;23;FRANCAIS(E);S-STI;2016;Sans mention;Rhône;; ;;Oui;0691774D;U_LYON 1;0691774D;Université Lyon 1;001;Baccalaureat (Français);initiale
POLYTECH;POLYTECH;MPL021;116;M2 Medical imaging, S&S;2122M2MISSS012;N;F;26;MAROCAIN(E);0031-étran;2013;Très bien;Etranger;; ;; ;;;0691774D;Université Lyon 1;503;Diplôme d'établissement étranger supérieur;initiale
POLYTECH;POLYTECH;MPL022;116;M2 ATRDM;2122ATRDMM2013;N;F;24;FRANCAIS(E);SVT-SV;2015;Assez bien;Puy d Dôme;; ;; ;0691774D;U_LYON 1;0632035V;Université Clermont Auvergne;050;Maîtrise;apprentis.
POLYTECH;POLYTECH;PL05MM;114;Ingénieur Polytech 5A MAP;2122INGMAM037;N;M;23;FRANCAIS(E);SVT-MA;2016;Assez bien;Rhône;Sciences;Externe;;Oui;0691774D;U_LYON 1;0730858L;Université Savoie Mont Blanc;900;Aucun diplôme supérieur;initiale
POLYTECH;POLYTECH;PL05GI;118;Ingénieur Polytech 5A GI;2122INGSIR041;N;M;24;FRANCAIS(E);SVT-PC;2015;Assez bien;Ain;; ;;Oui;0691774D;U_LYON 1;0691774D;Université Lyon 1;040;Licence;initiale
POLYTECH;POLYTECH;PL03ME;114;Ingénieur Polytech 3A ME;2122INGMECA060;N;M;21;FRANCAIS(E);SVT-SV;2018;Assez bien;Loire;DUT;Externe;LOIRE; ;0421095M;U_ST-ETIEN;0311381H;INP de Toulouse;011;DUT;initiale
POLYTECH;POLYTECH;PL5IFA;118;Ingénieur Polytech IF 5A;2122INGIFA031;N;M;22;FRANCAIS(E);S-STI;2016;Sans mention;Rhône;; ;; ;0691774D;U_LYON 1;0691774D;Université Lyon 1;900;Aucun diplôme supérieur;apprentis.
POLYTECH;POLYTECH;PL05ME;114;Ingénieur Polytech 5A MEC;2122INGMECA061;N;M;22;FRANCAIS(E);SVT-PC;2017;Assez bien;Hte Garonn;; ;; ;0691774D;U_LYON 1;0632035V;Université Clermont Auvergne;001;Baccalaureat (Français);initiale
POLYTECH;POLYTECH;PL04GI;118;Ingénieur Polytech 4A GI;2122INGSIR042;N;M;22;FRANCAIS(E);STI2D_ITEC;2017;Bien;Rhône;; ;; ;0691774D;U_LYON 1;0421095M;Université Jean Monnet (Saint Etienne);011;DUT;initiale
POLYTECH;POLYTECH;PL04GI;118;Ingénieur Polytech 4A GI;2122INGSIR043;N;M;21;FRANCAIS(E);STI2D_SIN;2018;Très bien;Isère;; ;; ;0691774D;U_LYON 1;0730858L;Université Savoie Mont Blanc;012;Attestation délivrée à la suite d'un cursus en CPGE;initiale
POLYTECH;POLYTECH;PL03MM;114;Ingénieur Polytech 3A MAP;2122INGMAM038;N;M;20;FRANCAIS(E);SVT-MA;2019;Assez bien;Etranger;; ;;Oui;0632035V;U_CLERMONT;0632035V;Université Clermont Auvergne;040;Licence;initiale
POLYTECH;POLYTECH;PL04ME;114;Ingénieur Polytech 4A MEC;2122INGMECA062;N;M;22;FRANCAIS(E);SVT-SV;2017;Très bien;Rhône;; ;;Oui;0691774D;U_LYON 1;0691774D;Université Lyon 1;900;Aucun diplôme supérieur;initiale
POLYTECH;POLYTECH;PL4IFA;118;Ingénieur Polytech IF 4A;2122INGIFA032;N;F;21;FRANCAIS(E);S-STI;2018;Assez bien;Rhône;; ;; ;0691774D;U_LYON 1;0691774D;Université Lyon 1;010;BTS;apprentis.
POLYTECH;POLYTECH;PL03GB;114;Ingénieur Polytech 3A GB;2122INGGBM061;N;M;21;FRANCAIS(E);SVT-ISN;2018;Assez bien;Hérault;; ;;Oui;0342321N;U_MONTPELL;0342321N;Université de Montpellier;519;Autre diplôme supérieur;initiale
POLYTECH;POLYTECH;PL04ME;114;Ingénieur Polytech 4A MEC;2122INGMECA063;N;M;21;FRANCAIS(E);S-STI;2018;Sans mention;Côte d'Or;; ;; ;0691774D;U_LYON 1;0211237F;Université de Bourgogne;011;DUT;initiale
POLYTECH;POLYTECH;PL4IFA;118;Ingénieur Polytech IF 4A;2122INGIFA033;N;M;21;FRANCAIS(E);SVT-ISN;2018;Bien;Rhône;; ;; ;0691774D;U_LYON 1;0691774D;Université Lyon 1;011;DUT;apprentis.
POLYTECH;POLYTECH;PL05ME;114;Ingénieur Polytech 5A MEC;2122INGMECA064;N;M;22;MAROCAIN(E);S-STI;2017;Bien;Rhône;; ;;Oui;0691774D;U_LYON 1;0691774D;Université Lyon 1;001;Baccalaureat (Français);initiale
POLYTECH;POLYTECH;PL05ME;114;Ingénieur Polytech 5A MEC;2122INGMECA065;N;M;22;FRANCAIS(E);S-STI;2017;Bien;Isère;; ;;Oui;0691774D;U_LYON 1;0691774D;Université Lyon 1;011;DUT;initiale
POLYTECH;POLYTECH;PL03ME;114;Ingénieur Polytech 3A ME;2122INGMECA066;N;F;21;MAROCAIN(E);0031-étran;;;Etranger;; ;; ;0691774D;U_LYON 1;0691774D;Université Lyon 1;040;Licence;initiale
POLYTECH;POLYTECH;PL04ME;114;Ingénieur Polytech 4A MEC;2122INGMECA067;N;M;21;FRANCAIS(E);SVT-MA;2018;Très bien;Seine St D;; ;; ;0691774D;U_LYON 1;0691774D;Université Lyon 1;011;DUT;initiale
POLYTECH;POLYTECH;PL05GB;114;Ingénieur Polytech 5A GB;2122INGGBM062;N;F;22;FRANCAIS(E);SVT-SV;2017;Bien;Loire Atla;; ;; ;0691774D;U_LYON 1;0370800U;Université de Tours;001;Baccalaureat (Français);initiale
POLYTECH;POLYTECH;PL03GB;114;Ingénieur Polytech 3A GB;2122INGGBM063;O;M;21;FRANCAIS(E);SVT-SV;2018;Assez bien;Isère;; ;; ;0691774D;U_LYON 1;0691774D;Université Lyon 1;012;Attestation délivrée à la suite d'un cursus en CPGE;initiale
POLYTECH;POLYTECH;PL05GI;118;Ingénieur Polytech 5A GI;2122INGSIR044;N;M;22;FRANCAIS(E);S-STI;2017;Assez bien;Hérault;DUT;Externe;; ;0691774D;U_LYON 1;0342321N;Université de Montpellier;011;DUT;cont pro
POLYTECH;POLYTECH;PL04ME;114;Ingénieur Polytech 4A MEC;2122INGMECA068;N;M;22;FRANCAIS(E);SVT-PC;2017;Assez bien;Ain;; ;; ;0691774D;U_LYON 1;0691774D;Université Lyon 1;011;DUT;initiale
POLYTECH;POLYTECH;PL05GB;114;Ingénieur Polytech 5A GB;2122INGGBM064;N;F;23;FRANCAIS(E);SVT-BE;2016;Assez bien;Val d'Oise;; ;;Oui;0691774D;U_LYON 1;0342321N;Université de Montpellier;016;Attestation de fin de 1ère année de médecine, de pharmacie et d'ontologie;initiale
POLYTECH;POLYTECH;MPL021;116;M2 Medical imaging, S&S;2122M2MISSS013;N;F;23;FRANCAIS(E);SVT-BE;2016;Assez bien;Val d'Oise;; ;;Oui;0691774D;U_LYON 1;0342321N;Université de Montpellier;016;Attestation de fin de 1ère année de médecine, de pharmacie et d'ontologie;initiale
POLYTECH;POLYTECH;PL03GI;118;Ingénieur Polytech 3A GI;2122INGSIR045;N;M;21;FRANCAIS(E);SVT-MA;2018;Bien;Seine St D;Prepa G.E.;Externe;SEINE ST DENIS;Oui;0930830X;LYCEE POLY;0755890V;Sorbonne Université;012;Attestation délivrée à la suite d'un cursus en CPGE;initiale
POLYTECH;POLYTECH;PL03ME;114;Ingénieur Polytech 3A ME;2122INGMECA069;N;M;20;FRANCAIS(E);SVT-PC;2019;Bien;Morbihan;Ingénieur;Externe;; ;;;0490970N;Université d'Angers;900;Aucun diplôme supérieur;initiale
POLYTECH;POLYTECH;PL03ME;114;Ingénieur Polytech 3A ME;2122INGMECA070;N;M;20;FRANCAIS(E);SVT-MA;2019;Bien;Hérault;; ;; ;0342321N;U_MONTPELL;0342321N;Université de Montpellier;001;Baccalaureat (Français);initiale
POLYTECH;POLYTECH;PL05ME;114;Ingénieur Polytech 5A MEC;2122INGMECA071;N;M;24;FRANCAIS(E);Bac Pro. I;2016;Bien;Saône Loir;Prepa G.E.;Externe;; ;0691774D;U_LYON 1;0691774D;Université Lyon 1;012;Attestation délivrée à la suite d'un cursus en CPGE;initiale
POLYTECH;POLYTECH;PL05MM;114;Ingénieur Polytech 5A MAP;2122INGMAM039;N;M;21;FRANCAIS(E);SVT-SV;2017;Très bien;Vaucluse;; ;;Oui;0691774D;U_LYON 1;0840685N;Université d'Avignon;012;Attestation délivrée à la suite d'un cursus en CPGE;initiale
POLYTECH;POLYTECH;PL04MA;114;Ingénieur Polytech 4A MAT;2122INGMAT039;N;F;22;FRANCAIS(E);S-STI;2017;Assez bien;Indre Loir;; ;; ;0691774D;U_LYON 1;0333298F;Université de Bordeaux;029;Autre diplôme de 1er cycle (DU,.);initiale
POLYTECH;POLYTECH;PL05ME;114;Ingénieur Polytech 5A MEC;2122INGMECA072;N;M;23;FRANCAIS(E);STI2D;2016;Assez bien;Rhône;; ;;Oui;0691774D;U_LYON 1;0691774D;Université Lyon 1;013;DEUG;initiale
POLYTECH;POLYTECH;PL03ME;114;Ingénieur Polytech 3A ME;2122INGMECA073;N;M;20;FRANCAIS(E);STI2D_ITEC;2019;Très bien;Paris;; ;;Oui;0750691U;LYCEE TECH;0755890V;Sorbonne Université;012;Attestation délivrée à la suite d'un cursus en CPGE;initiale
POLYTECH;POLYTECH;MPL010;116;M1 MIAGE;2122MIAGEM1008;N;M;23;FRANCAIS(E);S-STI;2017;Passable;Doubs;LICENCE;Externe;ISERE; ;0383493R;U_GRALP;0251215K;Université de Franche-Comté Besançon;040;Licence;initiale
POLYTECH;POLYTECH;PL03GI;118;Ingénieur Polytech 3A GI;2122INGSIR046;N;M;20;FRANCAIS(E);SVT-MA;2019;Assez bien;Somme;Prepa G.E.;Externe;MARNE; ;0510031G;LYCEE CLAS;0511296G;Université de Reims Champagne Ardenne;012;Attestation délivrée à la suite d'un cursus en CPGE;initiale
POLYTECH;POLYTECH;PL04IF;114;Ingénieur Polytech 4A IF;2122INGIF061;N;M;20;LIBANAIS(E);0031-étran;2018;Très bien;Etranger;DEUG;Externe;; ;0691774D;U_LYON 1;0251215K;Université de Franche-Comté Besançon;013;DEUG;initiale
POLYTECH;POLYTECH;PL04MA;114;Ingénieur Polytech 4A MAT;2122INGMAT040;O;F;22;FRANCAIS(E);SVT-SV;2016;Assez bien;Rhône;; ;;Oui;0691774D;U_LYON 1;0691774D;Université Lyon 1;001;Baccalaureat (Français);initiale
POLYTECH;POLYTECH;PL03MM;114;Ingénieur Polytech 3A MAP;2122INGMAM040;N;M;20;FRANCAIS(E);SVT-SV;2019;Assez bien;Rhône;; ;; ;0060931E;NICE;0060931E;université de Nice;001;Baccalaureat (Français);initiale
POLYTECH;POLYTECH;PL04GB;114;Ingénieur Polytech 4A GB;2122INGGBM065;N;M;22;FRANCAIS(E);SVT-SV;2017;Bien;Finistère;; ;; ;0691774D;U_LYON 1;0691774D;Université Lyon 1;034;Autre diplôme paramédical et social;initiale
POLYTECH;POLYTECH;PL3IFA;118;Ingénieur Polytech IF 3A;2122INGIFA034;N;M;20;FRANCAIS(E);STI2D_SIN;2019;Très bien;Rhône;; ;; ;0691774D;U_LYON 1;0691774D;Université Lyon 1;011;DUT;apprentis.
POLYTECH;POLYTECH;PL03MA;114;Ingénieur Polytech 3A MAT;2122INGMAT041;O;M;22;FRANCAIS(E);SVT-SV;2017;Très bien;Yvelines;; ;;Oui;0691774D;U_LYON 1;0691774D;Université Lyon 1;012;Attestation délivrée à la suite d'un cursus en CPGE;initiale
POLYTECH;POLYTECH;MPL022;116;M2 ATRDM;2122ATRDMM2014;N;F;28;MAROCAIN(E);0031-étran;;;Etranger;; ;; ;0751721N;U_PARIS 5;0751721N;Université Paris 5;072;MASTER;apprentis.
POLYTECH;POLYTECH;PL00EI;113;Echanges internationaux;2122ECHINT004;N;F;21;ALLEMAND(E);0031-étran;;;Etranger;; ;; ;;;0691774D;Université Lyon 1;502;Diplôme d'établissement étranger secondaire;initiale
POLYTECH;POLYTECH;PL05MM;114;Ingénieur Polytech 5A MAP;2122INGMAM041;N;M;22;FRANCAIS(E);SVT-MA;2017;Assez bien;Bouches Rh;Sciences;Externe;; ;0691774D;U_LYON 1;0134009M;Aix-Marseille Université;519;Autre diplôme supérieur;initiale
POLYTECH;POLYTECH;MPL010;116;M1 MIAGE;2122MIAGEM1009;N;M;23;POLONAIS(E);ESO-MA;2016;Assez bien;Etranger;; ;;Oui;0691775E;U_LYON 2;0691775E;Université Lyon 2;040;Licence;initiale
POLYTECH;POLYTECH;PL03GB;114;Ingénieur Polytech 3A GB;2122INGGBM066;N;F;22;FRANCAIS(E);SVT-PC;2017;Très bien;Bas Rhin;; ;; ;0670084C;LYCEE TECH;0673021V;Université de Strasbourg;034;Autre diplôme paramédical et social;initiale
POLYTECH;POLYTECH;PLIFI3;118;Ingénieur Polytech IF 3A;2122INGIFA035;N;M;20;FRANCAIS(E);S-STI;2019;Très bien;Aude;; ;; ;0691774D;U_LYON 1;0691774D;Université Lyon 1;001;Baccalaureat (Français);initiale
POLYTECH;POLYTECH;MPL010;116;M1 MIAGE;2122MIAGEM1010;N;F;22;MAROCAIN(E);0031-étran;2017;Bien;Etranger;; ;; ;;;0691774D;Université Lyon 1;503;Diplôme d'établissement étranger supérieur;initiale
POLYTECH;POLYTECH;PL05GI;118;Ingénieur Polytech 5A GI;2122INGSIR047;N;F;23;TUNISIEN(NE);0031-étran;2017;Bien;Etranger;; ;; ;0691774D;U_LYON 1;0720916E;Université du Mans;012;Attestation délivrée à la suite d'un cursus en CPGE;cont pro
POLYTECH;POLYTECH;PL04GI;118;Ingénieur Polytech 4A GI;2122INGSIR048;N;M;22;FRANCAIS(E);SVT-MA;2017;Très bien;Rhône;Prepa G.E.;Externe;; ;0691774D;U_LYON 1;0542493S;Université de Lorraine;012;Attestation délivrée à la suite d'un cursus en CPGE;initiale
POLYTECH;POLYTECH;PL04GB;114;Ingénieur Polytech 4A GB;2122INGGBM067;N;F;24;FRANCAIS(E);SVT-SV;2015;Passable;Bas Rhin;Et.Paraméd;Externe;; ;0691774D;U_LYON 1;0673021V;Université de Strasbourg;040;Licence;initiale
POLYTECH;POLYTECH;PL03GB;114;Ingénieur Polytech 3A GB;2122INGGBM068;O;F;23;ALLEMAND(E);SVT-PC;2016;Très bien;Hérault;; ;; ;0691774D;U_LYON 1;0691774D;Université Lyon 1;503;Diplôme d'établissement étranger supérieur;initiale
POLYTECH;POLYTECH;PL04IF;114;Ingénieur Polytech 4A IF;2122INGIF062;N;M;19;FRANCAIS(E);SVT-MA;2017;Très bien;Bouches Rh;; ;;Oui;0691774D;U_LYON 1;0134009M;Aix-Marseille Université;900;Aucun diplôme supérieur;initiale
POLYTECH;POLYTECH;PL03ME;114;Ingénieur Polytech 3A ME;2122INGMECA074;N;M;21;FRANCAIS(E);S-STI;2018;Très bien;Hte Savoie;; ;; ;0691774D;U_LYON 1;0691774D;Université Lyon 1;001;Baccalaureat (Français);initiale
POLYTECH;POLYTECH;PLIFI3;118;Ingénieur Polytech IF 3A;2122INGIFA036;N;M;20;FRANCAIS(E);SVT-MA;2019;Très bien;Loire;; ;; ;0691774D;U_LYON 1;0691774D;Université Lyon 1;001;Baccalaureat (Français);initiale
POLYTECH;POLYTECH;PL05IF;114;Ingénieur Polytech 5A IF;2122INGIF063;N;M;23;FRANCAIS(E);S-STI;2016;Bien;Loire;; ;;Oui;0691774D;U_LYON 1;0691774D;Université Lyon 1;011;DUT;initiale
POLYTECH;POLYTECH;PL04GI;118;Ingénieur Polytech 4A GI;2122INGSIR049;N;M;21;FRANCAIS(E);S-STI;2018;Bien;Rhône;; ;; ;0691774D;U_LYON 1;0691774D;Université Lyon 1;011;DUT;initiale
